date,actual_sales,predicted_sales,error,absolute_error,percentage_error
2016-12-17,1071655.6282493,1042510.8825340302,29144.745715269702,29144.745715269702,2.7195999299590055
2016-12-18,1260471.9085900001,1066387.8911629047,194084.01742709544,194084.01742709544,15.397726526424805
2016-12-19,1028242.8227987,1078047.3882124082,-49804.56541370822,49804.56541370822,4.843657967691791
2016-12-20,1080402.388032,967595.0458933559,112807.34213864419,112807.34213864419,10.441234061332247
2016-12-21,1181307.3270735,989557.9706984884,191749.35637501162,191749.35637501162,16.231961995024612
2016-12-22,1135849.391084,1036567.3701868934,99282.02089710662,99282.02089710662,8.740773352209718
2016-12-23,1282145.5171351,846145.6271732092,435999.88996189076,435999.88996189076,34.005491898931574
2016-12-24,1246837.8430543,1128870.0632213154,117967.77983298455,117967.77983298455,9.461357023300346
2016-12-25,0.0,1135771.1700968156,-1135771.1700968156,1135771.1700968156,
2016-12-26,1032770.748898,676688.4418948996,356082.3070031004,356082.3070031004,34.478349370666415
2016-12-27,842475.490118,933264.270389925,-90788.78027192503,90788.78027192503,10.776429859010955
2016-12-28,951533.7138481,828968.6376136891,122565.07623441098,122565.07623441098,12.880791762884073
2016-12-29,894108.236835,621333.8684444068,272774.3683905932,272774.3683905932,30.507980706695065
2016-12-30,1163643.0379923,826815.1580551859,336827.8799371141,336827.8799371141,28.94597990447848
2016-12-31,1109012.812049,1131257.9832652754,-22245.17121627531,22245.17121627531,2.0058534017452305
2017-01-01,12082.500997,1201434.8210670638,-1189352.320070064,1189352.320070064,9843.593808644186
2017-01-02,1402306.370834,673217.1040390079,729089.266794992,729089.266794992,51.9921524967028
2017-01-03,1104377.0798245,1038017.6198176895,66359.46000681049,66359.46000681049,6.00876831103339
2017-01-04,990093.463742,908903.4138333565,81190.04990864359,81190.04990864359,8.200240975411612
2017-01-05,777620.9540695,667894.8864469993,109726.0676225007,109726.0676225007,14.110482369112434
2017-01-06,839600.237989,666010.1897890777,173590.0481999223,173590.0481999223,20.67532146199756
2017-01-07,1103806.298949,980966.301892521,122839.99705647898,122839.99705647898,11.128763912059778
2017-01-08,1192543.750978,1054758.5989495385,137785.15202846145,137785.15202846145,11.553886548436017
2017-01-09,793724.8969065,847531.1722174402,-53806.275310940226,53806.275310940226,6.778957737201805
2017-01-10,742635.5692609,700427.3193911738,42208.24986972625,42208.24986972625,5.683575042296122
2017-01-11,770742.690065,712204.8598091976,58537.83025580237,58537.83025580237,7.594990002547494
2017-01-12,629635.794004,615097.9111267217,14537.882877278375,14537.882877278375,2.30893526316676
2017-01-13,768898.9443882,704379.5969144314,64519.34747376852,64519.34747376852,8.391134874701315
2017-01-14,1021050.536226,931486.0271302833,89564.50909571676,89564.50909571676,8.771799819699863
2017-01-15,1175725.165838,1055674.310726623,120050.85511137685,120050.85511137685,10.210792334772423
2017-01-16,824488.666175,1000625.5298055765,-176136.86363057652,176136.86363057652,21.36316372276135
2017-01-17,750836.542952,687377.0867354602,63459.45621653984,63459.45621653984,8.451833732950943
2017-01-18,782656.0246723,696974.7768514956,85681.24782080436,85681.24782080436,10.94749738324436
2017-01-19,606949.7448793,619924.0155031666,-12974.270623866585,12974.270623866585,2.137618597474934
2017-01-20,725703.6910875,689593.3593225223,36110.33176497766,36110.33176497766,4.975905759947932
2017-01-21,1072721.724905,966804.4511449855,105917.27376001456,105917.27376001456,9.873695227846211
2017-01-22,1148214.358454,1033548.7638221626,114665.59463183733,114665.59463183733,9.986427515697287
2017-01-23,798133.612125,915527.0387435966,-117393.42661859666,117393.42661859666,14.708493018611405
2017-01-24,721275.774781,664971.3814848708,56304.39329612919,56304.39329612919,7.80622270493208
2017-01-25,744342.5929227,668999.6786988046,75342.91422389541,75342.91422389541,10.122074826869376
2017-01-26,576515.5369877,570476.0581760919,6039.478811608162,6039.478811608162,1.0475830093260807
2017-01-27,722113.958837,728928.4421506616,-6814.483313661651,6814.483313661651,0.9436853048287159
2017-01-28,977850.40585,981295.5551994911,-3445.149349491112,3445.149349491112,0.3523186500594029
2017-01-29,1075166.993043,1030732.7391894518,44434.25385354832,44434.25385354832,4.13277696777018
2017-01-30,698123.768037,755595.3046449359,-57471.53660793591,57471.53660793591,8.232284766573077
2017-01-31,778222.285925,668093.25566549,110129.03025950992,110129.03025950992,14.15135909769146
2017-02-01,961777.382874,789864.6043060364,171912.77856796363,171912.77856796363,17.874487550773015
2017-02-02,748882.732615,623438.106561228,125444.62605377194,125444.62605377194,16.750903791804067
2017-02-03,834667.1519293,746354.9853963904,88312.16653290961,88312.16653290961,10.580524982776613
2017-02-04,1132788.541413,1025616.5870414174,107171.95437158272,107171.95437158272,9.460896756414948
2017-02-05,1151987.631095,1136118.0628842819,15869.568210718222,15869.568210718222,1.3775814759081835
2017-02-06,786672.394181,840827.3674557343,-54154.97327473434,54154.97327473434,6.884056651195287
2017-02-07,739431.213302,727936.0987318517,11495.11457014829,11495.11457014829,1.5545887654398263
2017-02-08,783605.377185,744717.5445633453,38887.83262165473,38887.83262165473,4.9626806749788
2017-02-09,624387.487899,637752.9288203431,-13365.440921343048,13365.440921343048,2.1405683458386378
2017-02-10,752207.2398545,703987.7617034116,48219.478151088464,48219.478151088464,6.4103980387659645
2017-02-11,944924.65301,914245.0338685524,30679.61914144759,30679.61914144759,3.2467794171439524
2017-02-12,1074820.900014,818078.6229428552,256742.27707114478,256742.27707114478,23.88698220027175
2017-02-13,794314.4320675,721441.928645,72872.50342249998,72872.50342249998,9.174264054704643
2017-02-14,642613.187069,729243.7280010218,-86630.5409320218,86630.5409320218,13.480977775627242
2017-02-15,745780.355084,690140.1394635467,55640.21562045335,55640.21562045335,7.460670590362545
2017-02-16,645968.2570671,605103.7906685919,40864.46639850817,40864.46639850817,6.326079641133724
2017-02-17,758855.71279,711249.8068737355,47605.90591626451,47605.90591626451,6.273380448206313
2017-02-18,1063394.844003,937490.6764819759,125904.16752102412,125904.16752102412,11.83983242264704
2017-02-19,858897.1230135,1043013.7095978293,-184116.58658432926,184116.58658432926,21.436395774425634
2017-02-20,759120.0599607,714589.1631192438,44530.89684145618,44530.89684145618,5.866120418917867
2017-02-21,717807.6770255,724672.4562317997,-6864.779206299689,6864.779206299689,0.9563535506817683
2017-02-22,739388.0344027,710192.422457825,29195.61194487498,29195.61194487498,3.9486183960848216
2017-02-23,675578.500156,609773.08567437,65805.41448162997,65805.41448162997,9.740602234445682
2017-02-24,816197.498952,669766.1285635139,146431.3703884862,146431.3703884862,17.94067864413999
2017-02-25,1026011.2228075,923765.1394553575,102246.0833521426,102246.0833521426,9.965396194435778
2017-02-26,775708.987978,1045628.9706082396,-269919.9826302397,269919.9826302397,34.79655216240642
2017-02-27,744956.948138,671174.1253779418,73782.82276005822,73782.82276005822,9.90430694612305
2017-02-28,949366.8290505,677893.1367459174,271473.69230458257,271473.69230458257,28.595236740691092
2017-03-01,1008521.709962,823477.5188505866,185044.1911114134,185044.1911114134,18.348062246313535
2017-03-02,836225.179072,792289.8847456134,43935.29432638653,43935.29432638653,5.254002800435127
2017-03-03,882639.776274,726095.6603784242,156544.11589557573,156544.11589557573,17.735900885456964
2017-03-04,1125736.3470592,1014816.9942530352,110919.35280616488,110919.35280616488,9.853048904028313
2017-03-05,1196983.690104,1136827.1256772517,60156.564426748315,60156.564426748315,5.025679541341253
2017-03-06,790143.2410905,841270.641611063,-51127.40052056301,51127.40052056301,6.470649606519519
2017-03-07,761866.729975,717821.5382012877,44045.191773712286,44045.191773712286,5.781220000925567
2017-03-08,781046.6619577,750018.9607917784,31027.701165921637,31027.701165921637,3.9725797032600387
2017-03-09,653901.1919827,642471.8546269202,11429.337355779833,11429.337355779833,1.7478691728829598
2017-03-10,773855.30685,706940.8151284063,66914.49172159377,66914.49172159377,8.646899637345786
2017-03-11,1001174.4340065,935289.1726805398,65885.26132596028,65885.26132596028,6.580797420315722
2017-03-12,1146006.826973,1048025.1166200304,97981.7103529697,97981.7103529697,8.549836532106292
2017-03-13,754390.380036,888635.7916697294,-134245.41163372935,134245.41163372935,17.795217858865467
2017-03-14,700998.0346447,709538.2875706569,-8540.252925956855,8540.252925956855,1.2182991255154476
2017-03-15,815621.887369,716906.6834576513,98715.20391134871,98715.20391134871,12.103059694704884
2017-03-16,699108.166824,687902.1576587375,11206.009165262454,11206.009165262454,1.6029006235430747
2017-03-17,812306.77427,702029.5386385763,110277.23563142377,110277.23563142377,13.575811395950401
2017-03-18,1038906.566154,940227.5128125842,98679.05334141583,98679.05334141583,9.498356883691923
2017-03-19,1157140.638587,1029991.5645684231,127149.074018577,127149.074018577,10.988212649228224
2017-03-20,826428.90991,959205.2380139504,-132776.32810395036,132776.32810395036,16.066273397721528
2017-03-21,746620.926177,721527.6174845212,25093.308692478808,25093.308692478808,3.360916873970658
2017-03-22,767880.804934,725995.9718182312,41884.83311576885,41884.83311576885,5.4546008764171265
2017-03-23,670848.010029,655688.9546066924,15159.055422307574,15159.055422307574,2.2596855316977487
2017-03-24,787914.125515,669593.1021797128,118321.02333528711,118321.02333528711,15.016994809929269
2017-03-25,1038139.316887,942554.8351770769,95584.48170992313,95584.48170992313,9.207288478057649
2017-03-26,1101557.476706,1041295.3606065784,60262.11609942163,60262.11609942163,5.4706283942281555
2017-03-27,784103.265042,763259.248759743,20844.016282257042,20844.016282257042,2.65832540324144
2017-03-28,702943.9485770001,720020.2972410715,-17076.34866407141,17076.34866407141,2.4292617780748813
2017-03-29,824632.985033,686594.6249743828,138038.3600586172,138038.3600586172,16.739369218064105
2017-03-30,637624.340998,741352.2530710172,-103727.91207301721,103727.91207301721,16.267872068789572
2017-03-31,878750.03788,713744.4054315219,165005.63244847802,165005.63244847802,18.777311560242662
2017-04-01,1463083.962459,977117.699798354,485966.2626606461,485966.2626606461,33.215199888042264
2017-04-02,1138650.058898,1244283.0256977333,-105632.96679973323,105632.96679973323,9.277035202717695
2017-04-03,835191.622029,847635.6117347478,-12443.989705747808,12443.989705747808,1.4899562420797035
2017-04-04,835602.6360017,754995.231413656,80607.40458804392,80607.40458804392,9.646619232048465
2017-04-05,846631.307907,771055.9410721062,75575.3668348937,75575.3668348937,8.926597224679464
2017-04-06,683059.570103,656078.4909731754,26981.079129824648,26981.079129824648,3.95003310264083
2017-04-07,765502.211925,731927.2139375708,33574.997987429146,33574.997987429146,4.3860092713512175
2017-04-08,988591.469958,986476.2742916312,2115.195666368818,2115.195666368818,0.21396054190703076
2017-04-09,1101713.657101,1005897.1227596797,95816.53434132028,95816.53434132028,8.697045164480182
2017-04-10,739392.130988,730055.0782305656,9337.052757434314,9337.052757434314,1.262801207386105
2017-04-11,741331.430196,652678.1225127638,88653.3076832362,88653.3076832362,11.958660333583484
2017-04-12,791762.312883,731804.5110021074,59957.8018808926,59957.8018808926,7.572702174036499
2017-04-13,737029.565183,656946.1431721972,80083.4220108029,80083.4220108029,10.865700074177981
2017-04-14,740889.486829,716904.0846589798,23985.402170020156,23985.402170020156,3.237379203837465
2017-04-15,898610.217928,957539.4358489565,-58929.217920956435,58929.217920956435,6.557817476951733
2017-04-16,985493.795113,1043536.3149191353,-58042.51980613533,58042.51980613533,5.889689016203292
2017-04-17,775916.9059055,686147.8536168557,89769.05228864437,89769.05228864437,11.569415694568905
2017-04-18,717196.315762,697846.7059432748,19349.609818725265,19349.609818725265,2.6979516477530803
2017-04-19,735733.2142477001,706616.6955966133,29116.51865108672,29116.51865108672,3.9574832408319183
2017-04-20,675804.0219027,585336.4010265279,90467.62087617209,90467.62087617209,13.386665060303137
2017-04-21,795795.893872,697498.1823919619,98297.71148003812,98297.71148003812,12.35212599574544
2017-04-22,974952.817869,959753.7615654736,15199.056303526391,15199.056303526391,1.5589530103362008
2017-04-23,1140070.2748035,973862.2899596131,166207.9848438868,166207.9848438868,14.578749092685014
2017-04-24,755072.530945,936311.6996428574,-181239.1686978574,181239.1686978574,24.002882010689778
2017-04-25,718996.080637,705270.8194588576,13725.261178142391,13725.261178142391,1.9089479828572071
2017-04-26,781159.2829995,694272.2551836063,86887.02781589376,86887.02781589376,11.122831118675878
2017-04-27,624910.0260955,582503.8028500306,42406.22324546939,42406.22324546939,6.785972615998448
2017-04-28,797636.6251025,712522.4345891299,85114.1905133701,85114.1905133701,10.670797683397817
2017-04-29,1068279.815941,990867.5997491097,77412.21619189018,77412.21619189018,7.246436283521956
2017-04-30,1041249.2479705,1049446.8644082183,-8197.616437718272,8197.616437718272,0.7872866610656627
2017-05-01,1306699.366897,836255.2097316046,470444.15716539545,470444.15716539545,36.00247838816608
2017-05-02,907324.094113,1056568.7398037082,-149244.6456907082,149244.6456907082,16.448879365053095
2017-05-03,924247.257204,825685.5785275034,98561.67867649661,98561.67867649661,10.663994716593685
2017-05-04,716654.608983,646806.3289391277,69848.2800438723,69848.2800438723,9.746435614639184
2017-05-05,780798.407016,753062.0498394752,27736.35717652482,27736.35717652482,3.5523070907029206
2017-05-06,1039417.861868,1000230.8815202654,39186.98034773464,39186.98034773464,3.7700891802368472
2017-05-07,1227380.607924,1028811.086376609,198569.52154739085,198569.52154739085,16.178316674177598
2017-05-08,776307.495015,818395.3624203992,-42087.867405399214,42087.867405399214,5.421545930660631
2017-05-09,715811.198881,713551.0401509725,2260.1587300274987,2260.1587300274987,0.31574788625278805
2017-05-10,766101.907094,719741.6022181092,46360.30487589084,46360.30487589084,6.051454048945798
2017-05-11,648650.413039,636203.1164023612,12447.296636638814,12447.296636638814,1.9189530117342917
2017-05-12,764812.415784,714635.5379867164,50176.87779728358,50176.87779728358,6.5606777245957595
2017-05-13,1116976.891153,938863.8768358098,178113.01431719027,178113.01431719027,15.945989189922544
2017-05-14,884199.9138385,1054994.2611269457,-170794.3472884457,170794.3472884457,19.316259209638584
2017-05-15,823035.572122,696516.3704911018,126519.20163089829,126519.20163089829,15.372264081453835
2017-05-16,807803.8950783,729437.8894244551,78366.00565384491,78366.00565384491,9.701117577088302
2017-05-17,841407.607944,739708.8636086887,101698.74433531135,101698.74433531135,12.086739337170329
2017-05-18,628487.989962,687455.0246482335,-58967.0346862335,58967.0346862335,9.382364600125262
2017-05-19,773775.4378677,711075.9950501275,62699.442817572504,62699.442817572504,8.103054161340909
2017-05-20,1035667.381833,955852.7953318229,79814.58650117705,79814.58650117705,7.706584942350443
2017-05-21,1201938.886229,993401.4525212032,208537.43370779685,208537.43370779685,17.35008627286106
2017-05-22,778935.156126,986235.5531663654,-207300.39704036538,207300.39704036538,26.613306051220597
2017-05-23,723151.767982,699511.2317231388,23640.53625886119,23640.53625886119,3.2690974848656706
2017-05-24,746303.6271255,700255.6845623314,46047.94256316859,46047.94256316859,6.170135168782326
2017-05-25,620108.24391,564041.926774587,56066.317135412944,56066.317135412944,9.041375870427903
2017-05-26,984511.1521135,680525.405968187,303985.746145313,303985.746145313,30.87682099819097
2017-05-27,932219.893144,997144.5265345058,-64924.6333905058,64924.6333905058,6.9645191942366
2017-05-28,1061771.636907,1027154.8212022647,34616.815704735345,34616.815704735345,3.2602882297342255
2017-05-29,776813.137038,722580.0982148265,54233.0388231735,54233.0388231735,6.981478072057956
2017-05-30,742471.2769905,821307.4702927131,-78836.1933022131,78836.1933022131,10.618079883408313
2017-05-31,858062.149411,815820.2471432382,42241.90226776176,42241.90226776176,4.922942038261202
2017-06-01,766859.172845,659288.1303221823,107571.04252281773,107571.04252281773,14.027483315317966
2017-06-02,918421.319125,773895.1911271295,144526.12799787056,144526.12799787056,15.736364671452069
2017-06-03,1176138.109152,1037620.3984472804,138517.71070471953,138517.71070471953,11.777333769466184
2017-06-04,1376511.520495,1203944.8333285002,172566.6871664999,172566.6871664999,12.536523276205063
2017-06-05,912693.8511,1029400.6728810912,-116706.82178109128,116706.82178109128,12.787072208324126
2017-06-06,805546.647956,754839.561070548,50707.08688545192,50707.08688545192,6.294742460181103
2017-06-07,842979.8370823,750071.3160618017,92908.52102049824,92908.52102049824,11.021440482143774
2017-06-08,667099.801025,654516.4099448397,12583.391080160392,12583.391080160392,1.8862831409672118
2017-06-09,795116.1360699,728120.746885652,66995.38918424805,66995.38918424805,8.425862103037282
2017-06-10,993732.684049,944767.8079511896,48964.876097810455,48964.876097810455,4.9273689880362275
2017-06-11,1213673.946877,1012902.5075737624,200771.43930323748,200771.43930323748,16.542452758408327
2017-06-12,768349.7589517,869240.8597585962,-100891.10080689623,100891.10080689623,13.130882079607503
2017-06-13,729412.959849,697573.5472641896,31839.4125848104,31839.4125848104,4.365073605410255
2017-06-14,785885.9088963,727045.6055717724,58840.30332452757,58840.30332452757,7.4871304674698935
2017-06-15,660338.346974,668665.3188474341,-8326.971873434144,8326.971873434144,1.261015949110405
2017-06-16,834786.4275550001,706064.2023164163,128722.22523858375,128722.22523858375,15.41977935788886
2017-06-17,1096133.5508865,944857.7841055894,151275.76678091055,151275.76678091055,13.800851790237239
2017-06-18,965144.121179,1061639.1688604427,-96495.0476814427,96495.0476814427,9.997993622296155
2017-06-19,791146.393731,664391.3380034432,126755.05572755681,126755.05572755681,16.02169418099568
2017-06-20,787326.7170395,715912.3237998141,71414.39323968592,71414.39323968592,9.070490267143198
2017-06-21,766159.0112892,745341.4727038365,20817.538585363538,20817.538585363538,2.7171302926182768
2017-06-22,609868.8309586,651157.2955721742,-41288.46461357421,41288.46461357421,6.770056529807637
2017-06-23,761049.7450639,668649.0591171542,92400.6859467458,92400.6859467458,12.141215018604015
2017-06-24,963268.227135,948173.8524202328,15094.374714767211,15094.374714767211,1.5669960131106626
2017-06-25,1092610.858614,956429.7186850435,136181.13992895652,136181.13992895652,12.463828164924626
2017-06-26,755367.8450665,734678.0109774577,20689.83408904227,20689.83408904227,2.739040882422101
2017-06-27,682218.468913,724251.1926452789,-42032.723732278915,42032.723732278915,6.161182326132415
2017-06-28,731896.9850105,684180.6790764655,47716.305934034404,47716.305934034404,6.519538529503555
2017-06-29,630811.802872,594868.7306712602,35943.07220073987,35943.07220073987,5.697907369059356
2017-06-30,802273.1392327,711621.1278521781,90652.01138052193,90652.01138052193,11.29939504982333
2017-07-01,1207529.921868,985092.3146717593,222437.6071962407,222437.6071962407,18.42087745967725
2017-07-02,1296379.2175535,1209720.1900856986,86659.02746780147,86659.02746780147,6.684697370522692
2017-07-03,925143.408816,1050266.325723468,-125122.91690746811,125122.91690746811,13.52470500412478
2017-07-04,832359.2860137,769347.849813128,63011.436200571945,63011.436200571945,7.570220848059936
2017-07-05,844301.613116,766877.2757040723,77424.33741192764,77424.33741192764,9.17022260874091
2017-07-06,700272.0099567,659666.3624306774,40605.64752602263,40605.64752602263,5.798553554715602
2017-07-07,805792.302193,719137.7032112906,86654.59898170934,86654.59898170934,10.753962124715631
2017-07-08,998347.1930085,961762.3600444101,36584.83296408993,36584.83296408993,3.664540073863707
2017-07-09,1100833.322376,1006790.7229844512,94042.59939154878,94042.59939154878,8.54285544232714
